v0,vPrice,vMomEd,vHHsmokes,vGrade9p,vBlack,hh,w0,diffSex,diffGrade,diffRace,psi,qq9p,phi1,phi2
0.17680724941723122,-0.0012332477587395213,-0.0641441355842511,0.13265398741783838,0.1706032556134237,-0.2744161889577467,0.0627368392971809,3.020797664215636,-0.7088577964902253,-0.8967808015674621,-0.2592498635449719,-0.1929601010798083,0.9995324861306588,0.04646636481213237,0.03910854432134162
0.166966132184249,-0.005001695677657716,-0.03524049082764166,0.13618062377260384,0.17011898908518536,-0.31295544275255044,0.03871011927166563,3.4441825497435965,-0.7238210895484936,-0.8692381859642566,-0.3470320401473605,-0.2310274002577025,1.3720866538624727,0.048126794844289264,0.03584762460148325
0.16804794794830688,-0.002833996462933393,-0.04582993154494765,0.1034604974459377,0.14934949708482734,-0.3192022849010862,0.06595574733128662,3.793798196654474,-0.7109078908612759,-0.8834356924710315,-0.5340100032791276,-0.20458110644483826,1.1406211052832391,0.03469258278747858,0.029458262258629277
0.18682083464982047,-0.0014154070221706607,-0.03748284172877317,0.12852262481665885,0.14720679157457975,-0.3318313357112128,0.04962071097466349,3.66648082465212,-0.6667552651738848,-0.9211243649186668,-0.4942953847533424,-0.2144594800200249,1.1982261201126132,0.04636978436261433,0.033615671222019035
0.19507421115264031,-0.0034100294324242546,-0.04220723235872192,0.1219996242577319,0.08877376142049127,-0.2684578756085032,0.06895028177874075,3.0024302043089968,-0.6921941887343559,-0.9108147035727024,-0.3977775421728078,-0.190366336373265,1.0326059592460233,0.0596545942053709,0.044604062488920015
0.1746148782475764,-0.0036857556637703588,-0.037012863870668836,0.1369398702284884,0.1350001238385497,-0.2890388350267685,0.05120905881819683,3.62015752199504,-0.7587251262474818,-0.8534805935156683,-0.45013717791447533,-0.19271797177348865,0.9558015668241808,0.04512425929791186,0.03607204011708642
0.21908980942720646,-0.003307573887551297,-0.06540116855919162,0.1346566294067399,0.16566413178330086,-0.2945519519618703,0.035569619339449465,3.418740189295837,-0.7526835771029321,-0.884293041932047,-0.343552523450348,-0.20057405741186296,1.1087292065487022,0.05244781948987322,0.041455381884135535
0.19296745445517527,-0.0011381828886987922,-0.03025530000710853,0.14454669085076546,0.15854983013486826,-0.3361345175449453,0.04127289979373384,4.151472594195761,-0.7532874583938513,-0.9006492516587907,-0.29886367345933784,-0.25359782091054184,1.5323354666017892,0.053506722886723534,0.049005133799005694
0.17336802254471756,-0.0013514207416408268,-0.06715566717265635,0.10699159876988776,0.12943750291110356,-0.3047049693924592,0.08431190008560087,4.0250721737349835,-0.7438220117081698,-0.8781244257392279,-0.3386797695193097,-0.23927701373952096,1.4363853261650543,0.042820891997268934,0.0326968741112075
0.14729649371663006,-0.0015397361226093544,-0.04006451325912553,0.11671853945258025,0.20475719567446665,-0.3004112136447436,0.054957102647100256,3.4339956615234577,-0.7240838450575687,-0.8720821863111125,-0.5444456590620292,-0.2112201095174036,1.189304916795619,0.04854180019626171,0.04023479312402778
0.17106641141973625,-0.003458802014927217,-0.045346637472820105,0.1496946496163743,0.16401879679547546,-0.3115838567272571,0.05815596719303135,3.5624693433787415,-0.7071971128856974,-0.8996452938214815,-0.4149907825505816,-0.2267081182254524,1.2843178885841102,0.03634138663821613,0.03239688860132728
0.16846147560327676,-0.0019206547828881325,-0.05575284712930072,0.13498747438673078,0.1723246239338048,-0.2563099076323432,0.0602998974061634,3.1420045740019584,-0.7048108436998907,-0.8780103442250232,-0.26131211739421306,-0.19614027449696145,1.0469080417180583,0.044699273759961036,0.039222271060917614
0.2087708108400515,-0.0030045962146888782,-0.052608050515836335,0.10792659283696092,0.1857709749798812,-0.3768245170731355,0.034818942663202394,3.4348759060380027,-0.74025830752961,-0.8753246153187346,-0.4802895862349293,-0.22094999427882525,1.2750660569453784,0.05780764840975601,0.044194157841888064
0.16055121335969127,-0.0014389404040667255,-0.053729295453595095,0.18164842553460603,0.1660544128653803,-0.3305494467490416,0.055162364016031334,3.130048867165837,-0.7582958617778954,-0.8902271714689027,-0.3877707502974481,-0.2242317442333532,1.265184103039085,0.055521453284135366,0.04835823476388608
0.17909378189138292,-0.004466255421416906,-0.04925819818464538,0.14996008100101474,0.14707411900324008,-0.2936193836359048,0.06263891407703916,3.182402771360987,-0.6628721146459544,-0.8872988552882863,-0.4750412968537282,-0.22895987027574355,1.3153267013112977,0.046510677250482135,0.049313715591446636
0.18026932283531225,-0.0022362518588981265,-0.053137967872019236,0.15647006960493318,0.14530376786420734,-0.3455395556159699,0.057294485486547066,3.3195713387877808,-0.6981254158721291,-0.8862724612558329,-0.4405299848524257,-0.2083162098873929,1.1766092878054932,0.046261696138150135,0.038322276481913733
0.1678468690520224,-0.0010188685652226023,-0.038292394094607024,0.0981243769325398,0.1324348451069078,-0.2556796373483299,0.07440977779370328,3.585548636565442,-0.7050350030048465,-0.9042357194909976,-0.2578209775924506,-0.2053409278826954,1.1363733865268129,0.043627454967048895,0.035164796341824886
0.1941218578111104,-0.0023733854790650936,-0.044373720583535566,0.13020724030840874,0.14252426660668932,-0.2855903792391832,0.0524068762016317,3.6235173155463207,-0.7799588889763546,-0.8385529272014658,-0.2839853054002213,-0.2217374172732625,1.2874084917157569,0.054735372635156335,0.044546672827090315
0.18116682213212104,-0.001917390621771552,-0.04986189798350031,0.12187905113010128,0.16101862605014475,-0.341916370129674,0.053154262276649114,3.3688017419191567,-0.7986720067020171,-0.8959078629932716,-0.2901515757675968,-0.1955405056795545,1.0793552245761862,0.045241740006212665,0.03467065303876784
0.17266024437553132,-0.001993242372567644,-0.04146995392869405,0.13916091014777734,0.15058993137971075,-0.333782403414213,0.06507459037170406,3.602816982224458,-0.7383530459555725,-0.9079604747165688,-0.3264710581545571,-0.2307184038715461,1.3586880867069149,0.0482215555655233,0.05102845814337226
0.20212106492293475,-0.0037932701356135703,-0.03664399616294868,0.149366292984185,0.16192369124625774,-0.3623387723179297,0.02869159187871573,3.658627901482139,-0.6649707361476392,-0.9047766452311516,-0.4695720471860549,-0.2350394200191151,1.3700014185949634,0.05619325196951872,0.03914846070203517
0.17323269652794762,-0.002787596130496031,-0.04598472904780687,0.11949630081680268,0.1516797912030675,-0.30550574326980123,0.05301186862235915,3.5081152833472613,-0.7359226812542276,-0.8762540095228616,-0.4206587747778681,-0.1904551087197844,1.008722150069841,0.0474288504913615,0.030938951057353867
0.17237466168359758,-0.0018717556532392712,-0.05211458559636478,0.1319179791300678,0.11560229184978894,-0.3110353442143871,0.07432218721860569,3.90627422978018,-0.7377577524389856,-0.8609729703054513,-0.3549552886281522,-0.228405668816742,1.278029097122083,0.045718554088489,0.033765870270661524
0.23322570777830234,-0.003533923453833413,-0.07086961229941266,0.16600798644686182,0.14269772225277091,-0.3404584068152171,0.030975119216804764,2.9653965339116555,-0.6402849309415003,-0.8786334760950459,-0.3575321560183812,-0.2102841886722025,1.190990962652413,0.06494626813939289,0.04959054785429341
0.21623520808052832,-0.0031065338438042503,-0.06050383159593975,0.16447544427663915,0.12571882993668473,-0.31978997913611384,0.03522647359358151,3.0315910728996256,-0.7198281920981782,-0.8872790583233978,-0.3476062402419498,-0.19646086947489094,1.0729165317264309,0.059551885049880175,0.0341789386299475
0.16881259096498158,-0.002696915967889941,-0.050625873688352384,0.14103693494323696,0.16284131280347192,-0.3068859426160465,0.05901983672667575,3.3639112682336454,-0.734043289584575,-0.8913144436671581,-0.3772040151237617,-0.22180870483736034,1.2829424605496758,0.03698874783973003,0.034627608677908615
0.226913136594534,-0.002024620807522558,-0.07135383507630966,0.16027482157595424,0.1370012341805936,-0.35951639603739816,0.0495068256916457,3.6017131317993747,-0.7503917661796189,-0.917660220887748,-0.3625785219363319,-0.22086663072691504,1.2548672728570385,0.05805511845529916,0.045382737275004435
0.15268887252005758,-0.0022203335666304952,-0.04900623848011888,0.1271483825651597,0.16730506298655914,-0.3108010271208539,0.06173797077523106,3.462971600489244,-0.7613995295590086,-0.8902467125083052,-0.3802247099831774,-0.23158557693859844,1.3692254209991208,0.04198851934635574,0.031669556870489966
0.1868657793648221,-0.004739134315824448,-0.044459419059633805,0.1213363662029238,0.12197933076591387,-0.3092236781954588,0.06067362444254181,2.756247233311075,-0.6998116638186062,-0.9080932556668344,-0.06375726569827549,-0.18841822410032616,1.0026884274054002,0.053597862812112616,0.03581999096857244
0.2172091401275693,-0.002413144687145409,-0.07167334915755358,0.1492253640540751,0.17618740289761806,-0.3755904194862288,0.04020656680359565,3.2811854943185,-0.7259548978288118,-0.8740091796752879,-0.3429134451586265,-0.22094623341973674,1.2781128577124452,0.06384713545640114,0.048924913218510016
0.19103638770411946,-0.00564563584441708,-0.056983331833877826,0.14174094331763915,0.19300390063680525,-0.3341474600864702,0.03406868141903352,3.287838391727264,-0.6315242510302659,-0.8974583127744551,-0.4234614941723944,-0.2424104977242807,1.4437243464831744,0.0513159280663724,0.04211243925546086
0.16982364715157142,-0.0019053213609435734,-0.04413468277779852,0.14101433702179922,0.1544548127508355,-0.2743959469175784,0.05984122672362618,3.578535855263898,-0.7137839501005672,-0.8685119834671375,-0.3671798891746061,-0.2277009565625585,1.3235372513403882,0.04001014449620588,0.038637658956635054
