v0,vPrice,vMomEd,vHHsmokes,vGrade9p,vBlack,hh,w0,diffSex,diffGrade,diffRace,psi,phi1,phi2
0.1722025574847008,-0.003837173314386651,-0.03866028495139732,0.1391907056089253,0.1420363999989041,-0.3154287396154765,0.040275194925325324,1.8671111309368291,-0.7632085734869057,-0.8636655942173741,-0.366036941624969,-0.04280928390311962,0.05122825284595495,0.028901287486402263
0.18891797460932092,-0.003144076996990589,-0.06429315147429167,0.14671239489996624,0.19193338639844146,-0.3832140402267776,0.05149834327757613,1.5109309609195176,-0.7009643388418245,-0.8424748241464873,-0.3128248007846502,0.019788854720838914,0.04091374898153604,0.0398353147055801
0.16141496402032554,-0.00042576491883716637,-0.05991756454726471,0.1502013966904717,0.15994009542335674,-0.2581282638906837,0.06235894401397912,1.6273848439204048,-0.7571689868567228,-0.9023622268117676,-0.2986193988546688,-0.009707090683240438,0.045247488812339226,0.03184574763048799
0.17135147708037088,0.0011908824466355884,-0.040217158600643385,0.1342704289642409,0.16981125779052506,-0.3727050788474488,0.05482986977543011,1.5652553881704985,-0.7659641185072871,-0.8555837485939632,-0.22118732696217486,0.015207126864511629,0.03955005607825675,0.03584881101651529
0.14342482540843554,-0.0015563220015356643,-0.030061365319359906,0.10655681473080712,0.20411714907709905,-0.3027172271977801,0.05388117714446865,1.5391758317184323,-0.7191233736924727,-0.8747838849400267,-0.3952298011133764,0.021257192710399598,0.03097398211115956,0.03141836772060113
0.17462050663252102,-0.0005950976554036897,-0.044930786129741766,0.1142529783654962,0.16737944746397468,-0.3465106161520625,0.06387953855726844,1.951275648838995,-0.7134346496646928,-0.8800193150566284,-0.2911467354514575,-0.030364055721218114,0.03552489732468675,0.03252332452248972
0.150366503971972,-0.007648559875520944,-0.026209459045588232,0.1382439304726683,0.18959887158428032,-0.3234261335900273,0.04008396073972882,1.953938391326168,-0.716023509163374,-0.9154744152120888,0.037108016281124416,-0.02870693837166902,0.039975486304028175,0.03681032342362806
0.16085575101509889,-0.0012881128395248235,-0.040336844838255365,0.14497704120897442,0.1948792488968052,-0.3422496000555334,0.03965211123936601,1.5184181276486082,-0.7289687689822241,-0.8821101159880735,-0.19441904992184286,0.014274556863635482,0.03970098760146392,0.032041784497947985
0.15610100295240426,-0.000864164281927777,-0.034056778573737775,0.1239008465821448,0.1557611451011766,-0.30655424981692264,0.06337974683272328,1.6309810686409285,-0.7181456069658688,-0.8692485662256998,-0.4254101333039568,0.01027013731645574,0.048447615179029874,0.04658680828738022
0.14868613721640847,-0.0003211861139366464,-0.04498282388609383,0.12030928785938425,0.19217703633898928,-0.26557843065752457,0.052841916797108125,2.270840202774061,-0.7241243729710392,-0.8833011798829462,-0.6628649325887013,-0.0724379993066384,0.05017700700997832,0.03407070378593087
0.1701966411671874,-0.004219193948172017,-0.06342980550209874,0.12005460812059053,0.16617875654091482,-0.2823148475076985,0.06390052230525656,1.5645795968878005,-0.710016062673592,-0.8491644127426291,-0.542334822058378,-0.009092564159468698,0.05094519272131216,0.040802277650683866
0.16409981027863574,-0.005570703074331342,-0.0517618976689217,0.14441929264016104,0.17168223961771312,-0.3186272929362507,0.06412086575452257,1.5869272076617498,-0.7165581877629403,-0.8544628235646086,-0.08643171603451133,0.003399894437748803,0.0363899599744236,0.03550314577033094
0.13590472275628235,0.00033793461064914916,-0.03883968252243366,0.11065489177906,0.20631053765203186,-0.315817808827258,0.05272464203527777,1.6772645305745908,-0.7471530747216676,-0.8504429882972165,-0.6059764758179621,0.018411141980019183,0.03511803328607832,0.027893007714750825
0.1590651139045958,-0.0052612967817060215,-0.044179552011555503,0.13808215156395226,0.153918475632356,-0.3091278322118182,0.059540251824630415,1.987233330910952,-0.7217249716126662,-0.887396167917203,-0.04432137814253476,-0.043479629556809535,0.03834703676501668,0.03393018625126057
0.128639281772138,-0.0016034774863470016,-0.03457721669286203,0.12822941158277354,0.180027357728066,-0.2817004565221119,0.05698691104353431,1.7011935644903795,-0.7525810291458355,-0.8905382363481029,-0.3330156232413464,-0.018478917764973103,0.040806375983320105,0.03199358364699459
0.15283443881513814,-0.002908558357355942,-0.036439528592164525,0.12431316147341134,0.18848910435260524,-0.36791248676758104,0.051165528423400684,1.6168137433152219,-0.7023755557596422,-0.8814495865842804,-0.18710177557259589,0.013357772645465636,0.03902987794489765,0.03674403209351911
0.13658309393439574,-0.0028559117808027753,-0.03461168638160355,0.13064637300445553,0.19938568116212305,-0.3060984793935588,0.05333263518094161,1.463513983799999,-0.7302009552021655,-0.7791072782086814,-0.4032470115771372,0.029106670866108957,0.035737694644864544,0.03492850527732972
0.15497022836727475,0.0007952016012278205,-0.04522170859232131,0.14097130231843935,0.22062616094651474,-0.3259296927408766,0.04107427657895623,1.5822698200522185,-0.7553700362978365,-0.8717523251545759,-0.18180456901732167,0.0018414408674203835,0.04136330487349126,0.0361798587385363
0.1607297619989632,-0.002045480714310156,-0.04659298534813463,0.1179862827491934,0.1930220796771564,-0.3488804322856852,0.054280517916635435,1.4646577628479247,-0.7243808379016724,-0.8704608675100047,-0.2569966230095652,0.02138731522397666,0.04029661725738465,0.033874204275925
0.16535334574285648,-0.0034148599590034068,-0.04601578556688491,0.12526617094044262,0.19600371244441525,-0.3371619443621491,0.05544730753434522,1.7818137116834156,-0.7043751319950635,-0.8551287837799046,-0.3180206071606106,-0.03537981175947418,0.04236431953303764,0.041296466118813664
0.18703543412346613,0.00032725182597696264,-0.05348871109264624,0.1426724434973233,0.13314184721314726,-0.3137665837361463,0.06042739394196685,1.8715586731797056,-0.7795973254831123,-0.8588252525091508,-0.5225579328379685,0.013844158082371195,0.048838097819649005,0.03732242504489704
0.14162404249001012,-0.001387644749438217,-0.044467477416224935,0.1251338618263204,0.19218951700039424,-0.3262735507880905,0.051428391528177575,1.7129723190643729,-0.7484077189982671,-0.9054252875990952,-0.4578233342018456,0.004255422695316093,0.042349251406130495,0.030245469710660063
0.12516331908849426,-0.002146203880806696,-0.03490588423871273,0.1257624071031751,0.2323316621871429,-0.27459830197991897,0.046523974806781984,1.7957409459457827,-0.7358820969690899,-0.8487647376516605,-0.35154764690777257,-0.026732836583936784,0.04059103019602703,0.0376075864640131
0.16021117673857901,-0.002470778874507909,-0.04616684642672362,0.13817761901205514,0.189545279216758,-0.31024461559536376,0.052205194049980516,1.760988000467633,-0.7588922627591632,-0.8548062826725779,-0.2934625277387013,-0.008170872653792903,0.04237339974571222,0.03685171860167538
0.17144471040863973,0.0015421342301225128,-0.052680266465280415,0.13582307553087508,0.17402098941498756,-0.2929734729418535,0.059920676467922075,1.443337372667318,-0.7464887884969789,-0.8232320960737913,-0.2400820609746042,0.018794689018256826,0.04483057560399692,0.03720345811696686
0.15791333514847056,-0.001640181727222942,-0.04162970001859221,0.1255860495674798,0.22072508773674165,-0.30212458682148713,0.04027744781170777,1.4851947664358307,-0.7097943761545742,-0.8896708937139397,-0.565456136779462,0.028729888942695268,0.03929364011577399,0.037384868531775285
0.1643603330039729,-0.004268657876717423,-0.04165183955069755,0.1518625402955004,0.2005157963185069,-0.3090328520420582,0.04748371676792481,1.82496650094362,-0.7185653646949092,-0.9009504526203792,-0.3956088517436312,-0.026917685460840158,0.04715914294734154,0.04487414043728434
0.1603732305572976,-0.0005814369524349126,-0.05208548312431483,0.1374127732234483,0.1808464008507547,-0.3049207700690256,0.05867726605555225,1.5019268937271169,-0.7283254515883694,-0.8851894327193149,-0.3906542701029999,0.021913296455061345,0.04144684750379292,0.037176749065654366
