v0,vPrice,vMomEd,vHHsmokes,vGrade9p,vBlack,hh,w0,diffSex,diffGrade,diffRace,qq9p,phi1,phi2
0.1924228903708285,-0.0033492213294798586,-0.05897130531557033,0.12372505775491682,0.17580390270953267,-0.3442531014694068,0.041831168446713175,1.6271932228238528,-0.7499230711393543,-0.8743867351107562,-0.705492833553746,0.08524603671386934,0.05371549503350855,0.03957086212367991
0.18322004521919785,-0.0024359650439086285,-0.05263840126120985,0.14343876115055998,0.1596992169352681,-0.3354922973479297,0.05470917018611264,1.5815764039290614,-0.6886728634209979,-0.8554562627506852,-0.268920351288554,0.08857061583563475,0.03851744393069784,0.03416990108306614
0.19530245412089187,-0.0025568542890591797,-0.06428631285634975,0.15526283154660267,0.1424003262050052,-0.231154768947398,0.062134816435217725,1.6815794081397186,-0.7113253679891662,-0.8527618024439428,-0.2953658039565972,0.09196441068290774,0.03793732465753371,0.034004755568943064
0.1839210977332673,-0.003426731994289309,-0.046819680206831485,0.13286978936396493,0.18226063276392,-0.33178850422686307,0.05078861414373235,1.6410115062241182,-0.7101338658556532,-0.8602674346198939,-0.12151765358719267,0.07262009332845706,0.046723065535409405,0.03673811962647137
0.15584993287004106,0.00030461325104089697,-0.03954546311149845,0.10524564016797087,0.1917625757478148,-0.277483249271574,0.05904568435649042,1.7209657487321766,-0.7558913014678422,-0.8575912739040639,-0.3144644998626995,0.08727410899300493,0.041008107513505296,0.038489159644045125
0.1571011167456072,-0.0011782934368013086,-0.06262919204998063,0.14030990504274826,0.20162096274244534,-0.21633900449140156,0.05881673513096621,1.6752012686263809,-0.6917400758185996,-0.867517461569014,-0.30560828505148835,0.08756204785963786,0.04265401141918941,0.03019580852051876
0.17164882436133644,-0.0034595332749276604,-0.04886935116357547,0.13076933373195854,0.14855264653520092,-0.25740450647797913,0.060978645241440026,1.4876305558617429,-0.7549344139641028,-0.8546273857675905,-0.2328995750179413,0.08846048144277943,0.05554389204034597,0.04523455417719634
0.1602405841238586,-0.0015559487893645385,-0.0373553110720444,0.153428112724076,0.2029023617492852,-0.28140559312202024,0.03362190537185246,1.5244257163527544,-0.6501288917714129,-0.8760876519234406,-0.37848931539092695,0.08573258734327605,0.04996986523986362,0.03802609507350788
0.18328574163296926,-0.0032829493223274645,-0.06147211609846215,0.1483557266519124,0.1586229289098158,-0.3227077390266532,0.0643807288947684,1.4765189847397526,-0.6353229072310025,-0.8340008922160413,-0.6207323706696716,0.06118856286287354,0.05541462233239742,0.047384199637995165
0.16717712242750082,-0.0035079525931020635,-0.06213489307047944,0.1247305251184887,0.20198068784726328,-0.3110469301509776,0.05757344758425451,1.7180623818421852,-0.7331356970523376,-0.8672260639737454,-0.5971532733155959,0.04585981372031421,0.04125614494183715,0.0340073074145715
0.1715884669804945,-0.0036436536539981735,-0.027994594011745973,0.12713942232264652,0.1259333977710909,-0.3281595575685441,0.06256407607656264,1.410787175495691,-0.7289801378179145,-0.8845230619929914,-0.2894426643081883,0.09237754139127688,0.04258271359968084,0.04003082694602405
0.17401293811679894,-0.0006477750645777898,-0.05838888063199287,0.13420050913411924,0.17018169146311454,-0.3710744840269364,0.05619586563430433,1.6921948976488002,-0.7255515503882762,-0.8427914043697479,-0.5046448792081537,0.09004586332169076,0.04193846750921918,0.03216100182788988
0.1784908609640545,-0.0017447356293130865,-0.05770004725647351,0.12213176220594738,0.16985754932579786,-0.27888064368621285,0.05579814741775988,1.528254182284679,-0.6538409758188382,-0.8477476590587124,-0.2748992106076261,0.07539181097913561,0.04892590085335003,0.03576055950483592
0.14117428219678255,-0.0014867532778022445,-0.02741618823473251,0.1430460432386064,0.1809152067076324,-0.2839081802765821,0.0482356684113859,1.5180998138472894,-0.7308002915437107,-0.8467241116283425,-0.3075532715846131,0.07650665154160219,0.03731478718756431,0.033022295476062
0.14348885656007304,-0.002083245308350981,-0.035814281543124035,0.11195577201738932,0.2038363333004105,-0.3266691177337396,0.056759748866009326,1.5414235324231875,-0.6831044180788145,-0.8597178739295641,-0.29584017265427043,0.06935910483054847,0.034615301080508504,0.03480052811129819
0.16921999203843804,-0.003889029281360851,-0.046480729332961684,0.11524437716797566,0.21371251100442634,-0.32230972286373377,0.047638746393341286,1.4955285123715034,-0.7360649504924007,-0.8410249959648809,-0.31696087476600704,0.0909944788653288,0.03775683208262223,0.038050982727971465
0.19159650756587,-0.0016118396169061025,-0.0514174027361864,0.16462561171916054,0.18483420722812927,-0.3396890179665504,0.031790084883896084,1.7567731679903815,-0.7498223212529657,-0.8481319598925054,-0.5170678140288674,0.09208180774635476,0.04455358848896288,0.030280984920608205
0.17435480213723173,-0.0014242201904451275,-0.05286371245521336,0.13870683307056236,0.174955262451362,-0.3529612489546948,0.04743585255915746,1.6072764692444292,-0.7505370329479562,-0.8636750411920178,-0.4461412224579727,0.08748277746985776,0.050415403179378517,0.03767707655052183
0.15899447316118914,-0.003065514475113502,-0.04894039313475524,0.11973487744872105,0.23090715056367556,-0.3189784253996769,0.038144083903239784,1.638972184994247,-0.6964909243246915,-0.8559068791063468,-0.27084801161671346,0.08397474141201627,0.04329330901764342,0.030976738407209325
0.12516318683646288,-0.0033638554403112465,-0.0428158399372239,0.12127092802925785,0.2403179774514633,-0.26103212095958483,0.043462502378396564,1.5042103918891685,-0.7244374557346329,-0.8807191447989858,-0.27406807514960424,0.08242753827562385,0.042560596267362256,0.031393192583665484
