v0,vPrice,vMomEd,vHHsmokes,vGrade9p,vBlack,hh
0.11563597404256105,-0.0011243997008840072,-0.026349633746488976,0.09315028920677658,0.13140001214256455,-0.2446640583093538,0.07767267872744496
0.12895550513224682,-0.0026580300023107176,-0.03543576066515612,0.11793745261934115,0.1759385848351039,-0.32312756645068025,0.06004588926342645
0.1250656178066408,-0.002193051565044158,-0.036735502208338267,0.08806456596817745,0.20102391323966232,-0.31675772823753184,0.05990540388845754
0.1415897447592836,-0.0013773585174303206,-0.04442473810724137,0.11412535438926047,0.1658684404906898,-0.29478475186874525,0.07221335455789986
0.13582047008764395,-0.002993692908071513,-0.039437720000456436,0.09737953083542496,0.19631518770585205,-0.30836867969339005,0.062279174152106716
0.13249983797433468,-0.0012382858685035273,-0.04654969794381296,0.11650308889024832,0.15159088034272766,-0.2912894719453386,0.07688356320547596
0.1105470990188454,-0.001285903696320896,-0.04161566766372245,0.09643889298571896,0.15470762005092528,-0.2763224703546273,0.07987141764641295
0.1496682029194629,-0.005412869012683599,-0.040237447149799314,0.11633831555606408,0.1987441179280557,-0.3125767210023097,0.052571082321679376
0.10714655684243006,-0.001403761288483617,-0.034513788948054215,0.09761729701633877,0.17547922660032114,-0.31182709784937057,0.07121219386540438
0.0970931996772788,-0.0026590255550052377,-0.02177250952514973,0.09053838278462807,0.1955144647745352,-0.22739695624194398,0.0571477486716288
0.10598396603403394,-0.0019268683929769348,-0.031125439229585005,0.10539027394203118,0.16091471233051094,-0.2427276780548859,0.06911357845066014
0.12131010747073208,-0.0010622769472205225,-0.039350413314941005,0.09677812192743238,0.1627394130951679,-0.3174295435518815,0.07555997452994435
0.11727887600386595,-0.000727031741117279,-0.037396256729892094,0.10827257334492132,0.1951636993419763,-0.259308484666137,0.06439017527562793
0.11795357521199548,-0.0009514305332399801,-0.03613716198629177,0.08832433940512599,0.1692214831360621,-0.28834384140062325,0.07519469717310827
0.12315599009067853,-0.00043017238347377204,-0.035198148631857204,0.10147705347970104,0.16067358993743114,-0.3212191702027747,0.07172116951988534
0.1273965860948062,-0.0015986799521194998,-0.036904099852077564,0.10148854124724824,0.2165661539115012,-0.3256306881202299,0.055243520879029916
0.12130409115124817,-3.974925732618884e-05,-0.03325717816601252,0.11214724419337048,0.17153075063724713,-0.3373633240032351,0.0643983936527687
0.11466031217807325,-0.0005672478275931425,-0.037249901654165744,0.11823384498811347,0.1628673249105533,-0.26469091652416393,0.06900992981900629
0.14079509264281606,-0.0013520242771256886,-0.045611640574139314,0.11458920004066847,0.18541707120857828,-0.2907747342176738,0.06380583446212479
0.12198351467562148,-0.0019775241873372803,-0.03419165079303081,0.10298290904608184,0.11869006538345342,-0.270709259935766,0.08445447329813978
0.13172171888866738,-0.0016248947971078105,-0.04933439391233363,0.1202153484873794,0.16023318403477274,-0.2727109100008928,0.07614703802800248
0.1240034790748454,-0.0020006381021581746,-0.037325260155633526,0.13440071848872373,0.16615796632946028,-0.3076532174425751,0.0627253551397694
0.09042280643413414,-0.0010444214241477514,-0.02348721417389208,0.07428075935151708,0.1998261702456953,-0.24950812539201564,0.06345009151224514
0.1216616722527435,-0.0016243505440735881,-0.034349568405262834,0.10728848902880342,0.15684592820614845,-0.31853589842883745,0.07081533263942694
0.10895354902418247,-0.0024504251661626873,-0.03155948709079355,0.10678633721424664,0.15923411148683134,-0.2345904160412863,0.06968664612071686
0.11206126974358536,-0.0010619697004435656,-0.02570954878337509,0.09878096440792804,0.18997184068132109,-0.2925177849122081,0.061496850585277436
0.1176568630123668,-0.0008130047355283046,-0.03447747299403755,0.11892697748505128,0.15822672537460933,-0.2928709146797952,0.06692946396321918
0.1094680564399666,-0.0028834583484667513,-0.0333756773890958,0.10336307090752797,0.17702641918225573,-0.2410806612390515,0.06519244905252906
0.14713680895364778,-0.003315996156312055,-0.046589430844329364,0.10448811365647884,0.1984166519677881,-0.2979465201029448,0.0606014078489141
0.12101038116509875,-0.0007136805872382807,-0.028440887354993487,0.09634015569601297,0.17376700325318806,-0.3057958111372116,0.061997240366094865
0.08784686076986531,-0.001036453191248431,-0.026257860918245016,0.09915152070855496,0.20284386480254168,-0.18941700469865372,0.060209580494763985
0.1273650321246807,-0.0020679360553961424,-0.03886952137202309,0.09579017783949034,0.15387488592378915,-0.2863094792012973,0.07705623883680665
0.13967035167679615,-0.00327752225924532,-0.04307498940444245,0.12305564123943075,0.19062169349207736,-0.28728052393299913,0.05512639882564397
0.13071607317476944,-0.00037618423295206194,-0.038968554150662464,0.10064204340240228,0.1902098454407868,-0.30177942057996143,0.06780428658789485
0.13749215461556868,-0.0008810965287758166,-0.040233366008013326,0.11536482993509857,0.15426763941558774,-0.2861265420724195,0.07154052168134893
0.11004643891366543,-0.0021231829512233773,-0.02546115746759565,0.11220324656725117,0.20757680929470515,-0.3272448342932533,0.05324660768684133
0.1228065628566595,-0.0007227133834093201,-0.03306522086702879,0.09315584024866952,0.18455471411837426,-0.3048524457970472,0.0652501948494841
0.11754868922867298,-0.0009025924477346813,-0.036185734486831364,0.11441167191768638,0.16564290809494706,-0.2327187696498549,0.06957227410283134
0.10174979228122316,-0.0021871685885834343,-0.02405294667649016,0.10126525178899892,0.1953850381279128,-0.27662415773658217,0.057286383634845915
0.13835939395210506,-0.0011350634156485672,-0.04263415799188909,0.10753246357824772,0.1794445188416228,-0.2590781702941295,0.06485290501250775
0.1530900177248703,-0.004157167005316359,-0.037015423978420614,0.11525619104317272,0.1862374443046362,-0.3150379320195965,0.05444471271116591
