v0,vPrice,vMomEd,vHHsmokes,vGrade9p,vBlack,w0,diffSex,diffGrade,diffRace,psi,qq9p
0.19162823145980626,-0.007021514466135896,-0.06565030953069413,0.14112304728459227,0.29110646154587344,-0.3199711769703081,4.498163611020284,-0.7570778163207983,-0.8846872815114815,-0.32383786220388483,-0.20045005402568825,1.1114438078597926
0.21014068279772427,-0.004423081071286261,-0.04521766245010405,0.16191970410529152,0.2150596104490596,-0.3606892029135931,5.3791109456070165,-0.7574956859485609,-0.9053353678619006,-0.04766435443980529,-0.2285727225095373,1.3430494779858448
0.22041405058969746,-0.0089884719940081,-0.06549502487456024,0.18017597815098926,0.2333119226594428,-0.3522538912612246,4.602019702114842,-0.7197170151285753,-0.8724374907209641,-0.2683971645496483,-0.21585131237096286,1.2185047150317778
0.219423051280693,-0.003867104468909847,-0.06318296805340813,0.14640014626122974,0.23507220032207216,-0.3379718094128305,4.6139280976456885,-0.6752624426591276,-0.9218422727843966,-0.5145987119026022,-0.2199817428105164,1.2613504370137596
0.20883547004963898,-0.008778233344415392,-0.06195905545483452,0.1844731746929134,0.23000011064321085,-0.37804939369976576,4.4547924787461435,-0.7394209151794701,-0.8582590256227467,-0.2607868592828243,-0.1934938553444067,1.0622590978905808
0.2173405973324109,-0.008692146433422015,-0.05588670889220348,0.19434890346906544,0.20119812187148933,-0.3439749607094316,4.434701750530719,-0.7215815328025396,-0.9066497036296184,-0.2643916140816782,-0.2181970474310297,1.2426438635247894
0.227110201745858,-0.004340129373582199,-0.06714707739385174,0.16455178541138588,0.23515730632471746,-0.3607400721107473,4.549835187312639,-0.7484990995726584,-0.8993132004939022,-0.30529670644648826,-0.2032660174482992,1.1349585631391903
0.1850318481161453,-0.0042675183460435355,-0.044984752370488865,0.1521151261674933,0.2776492792776745,-0.3446057982781573,4.170437625751728,-0.7237425545240844,-0.8829397833102709,-0.2024866257715916,-0.1940243366614593,1.053073291063671
0.21422923944732328,-0.008291525100949198,-0.0480095372063806,0.16513885096769962,0.20343431649557814,-0.3694223029453443,4.502598121689123,-0.737802583628843,-0.9135032875391014,-0.2552831256629445,-0.1914221328297312,1.0429962283780227
0.21430870455292567,-0.006653692720245873,-0.04569514272268885,0.13303038944729367,0.23756981842745,-0.3243921624715818,4.251995656403293,-0.6795540507874073,-0.9062854560040644,-0.44930934667656136,-0.18314808194847174,0.9618038784045672
0.22496804739820492,-0.004576174946484764,-0.05371175823983132,0.1319134223578079,0.2330668945197592,-0.348218204910352,4.437890550812915,-0.7212045667718041,-0.8863321977898736,-0.4645988724370529,-0.19381539936374706,1.0173175522628977
0.21108063240831232,-0.004895992040424482,-0.06054351197193469,0.16778244567527822,0.2361268453329069,-0.33977081051896096,4.36505510776433,-0.7320333646186943,-0.8826840820076421,-0.5540263960825129,-0.20553459111938968,1.1569673376686926
0.18106541523476272,-0.00797784762143065,-0.03641441847390624,0.13851280387724368,0.2744695943216437,-0.34831126819699604,4.048883457650792,-0.7115723880119412,-0.9015289008508129,-0.16193879549440315,-0.17368439745851946,0.8681925998573952
0.22510784876644271,-0.005341132085682222,-0.05535518557022222,0.19715014836886235,0.19460670713647227,-0.3471339832766373,4.262073800239885,-0.6923019790301602,-0.8774935055837997,-0.5271313771829671,-0.21719373802414071,1.235451515863372
0.22501447925406445,-0.0059412707144791636,-0.0538739855974586,0.17744449561827202,0.2022281784162248,-0.3212846838255659,4.242749003159375,-0.6765231796661784,-0.8642013668626767,-0.5132168846873216,-0.22020606767588,1.2734754103681598
0.1851687868753985,-0.006007725201304134,-0.043866876311868065,0.14175767332583766,0.2603310279050865,-0.3152767522318188,4.34219766885354,-0.6919888353464116,-0.8574205659009964,-0.2989427454171749,-0.22607867354666344,1.31499318767601
0.22242297731231572,-0.0046361000797532385,-0.05739182408761957,0.15554554820840227,0.22795085935372986,-0.3955189763726877,4.621247662165073,-0.7713108711958929,-0.8808249279386121,-0.4748172556913561,-0.20012987334738602,1.0957557682917205
0.17611997480005814,-0.003802684586997753,-0.04378112427397324,0.13259071743683742,0.3117419010241037,-0.378142055847693,4.668301248978216,-0.7221897109053323,-0.8854446336401832,-0.3679300582476076,-0.2144860902462545,1.2019126755826766
0.21468832564925125,-0.007059162131153323,-0.05648435287698229,0.17039916162383528,0.23455868662879356,-0.3710744344213913,4.967253702351068,-0.70037107104111,-0.8872109111537991,-0.23957028210254136,-0.21202798385231095,1.1621253161468108
0.20363899250144726,-0.005845609865968173,-0.04981314114769963,0.1665403041818622,0.254651022437973,-0.3494956182757755,4.3839343412530125,-0.7696606609309353,-0.8675263676426616,-0.4775973824699025,-0.20384649487943973,1.1103542848248171
0.21616034533054665,-0.008928744978440152,-0.05414585270428554,0.15607097910712772,0.2281479243461469,-0.3402018341308466,4.729810353563057,-0.7239655793388409,-0.8858952098185566,-0.2381282928921013,-0.21196994457409135,1.1247735117265203
0.2002703162086645,-0.006305356351126047,-0.0420018203685212,0.15804082787344134,0.24088810695534965,-0.3240116856017332,4.873133025592421,-0.7379344965048599,-0.8960548162631046,-0.30621064504085765,-0.20221346832445028,1.1205499540756994
0.2299531503911469,-0.004358875595794182,-0.06850331983932346,0.14632485103233595,0.22836978289101506,-0.3593233667581563,4.645541900587465,-0.6726224882461819,-0.8856697565467441,-0.32483497384304866,-0.2071431653360042,1.1528175182951257
